category,district,constituency,candidate_name,party,votes,total_votes,share_votes,unopposed
Directly Elected MP,BUKOMANSIMBI,BUKOMANSIMBI NORTH COUNTY,KATUSHABE RUTH,NRM,6599,24010,0.274843812,0
Directly Elected MP,BUKOMANSIMBI,BUKOMANSIMBI NORTH COUNTY,LUBYAYI IDDI KISIKI,INDEPENDENT,4238,24010,0.176509783,0
Directly Elected MP,BUKOMANSIMBI,BUKOMANSIMBI NORTH COUNTY,KATEREGGA MOHAMED,JEEMA,3076,24010,0.128113285,0
Directly Elected MP,BUKOMANSIMBI,BUKOMANSIMBI NORTH COUNTY,KAWOOYA YASIIN,DP,251,24010,0.010453978,0
Directly Elected MP,BUKOMANSIMBI,BUKOMANSIMBI NORTH COUNTY,NAMAKULA RACHEAL,INDEPENDENT,182,24010,0.007580175,0
Directly Elected MP,BUKOMANSIMBI,BUKOMANSIMBI NORTH COUNTY,SSEBUGWAWO YUSUFU,INDEPENDENT,47,24010,0.001957518,0
Directly Elected MP,BUKOMANSIMBI,BUKOMANSIMBI SOUTH COUNTY,KAYEMBA GEOFREY SSOLO,NUP,9200,22847,0.402678698,0
Directly Elected MP,BUKOMANSIMBI,BUKOMANSIMBI SOUTH COUNTY,KAGIMU KIWANUKA MAURICE,INDEPENDENT,4072,22847,0.178229094,0
Directly Elected MP,BUKOMANSIMBI,BUKOMANSIMBI SOUTH COUNTY,SEMAKULA BASHIR,NRM,3787,22847,0.16575481,0
Directly Elected MP,BUKOMANSIMBI,BUKOMANSIMBI SOUTH COUNTY,KIYINGI DEOGRATIUS DEUSDEDIT GONZAGA,DP,2955,22847,0.129338637,0
Directly Elected MP,BUKOMANSIMBI,BUKOMANSIMBI SOUTH COUNTY,MUBIRU ARTHUR,INDEPENDENT,1462,22847,0.063990898,0
Directly Elected MP,BUKOMANSIMBI,BUKOMANSIMBI SOUTH COUNTY,NALUWUGE ANNET,INDEPENDENT,487,22847,0.021315709,0
Directly Elected MP,BUKOMANSIMBI,BUKOMANSIMBI SOUTH COUNTY,MULINDWA ANDREW,INDEPENDENT,328,22847,0.014356371,0
Directly Elected MP,BUKOMANSIMBI,BUKOMANSIMBI SOUTH COUNTY,BIRIMUKATONDA EVA NORAH,INDEPENDENT,321,22847,0.014049985,0
Directly Elected MP,BUKOMANSIMBI,BUKOMANSIMBI SOUTH COUNTY,MUTEBI DENIS MUZEYI,INDEPENDENT,202,22847,0.008841423,0
Directly Elected MP,BUKOMANSIMBI,BUKOMANSIMBI SOUTH COUNTY,SEBUKOMO JULIUS,FDC,33,22847,0.001444391,0
Directly Elected MP,BUKWO,KONGASIS COUNTY,REUBEN PAUL CHELIMO,NRM,6821,19005,0.358905554,0
Directly Elected MP,BUKWO,KONGASIS COUNTY,SABILA NELSON,INDEPENDENT,6714,19005,0.353275448,0
Directly Elected MP,BUKWO,KONGASIS COUNTY,CHEROP CHARLIE CHEPTOIK CHASSIE,INDEPENDENT,5470,19005,0.287818998,0
Directly Elected MP,BUKWO,T'OO COUNTY,CHELANGAT ALINGA SOLOMON,NRM,8219,13484,0.609537244,0
Directly Elected MP,BUKWO,T'OO COUNTY,KITI PETER,INDEPENDENT,4017,13484,0.297908634,0
Directly Elected MP,BUKWO,T'OO COUNTY,LABU PATRICK,INDEPENDENT,1248,13484,0.092554137,0
Directly Elected MP,BULAMBULI,BULAMBULI COUNTY,KATENYA ISAAC,INDEPENDENT,8847,20054,0.441158861,0
Directly Elected MP,BULAMBULI,BULAMBULI COUNTY,BURUNDO MUNGOMA MUSINGO ALEX,NRM,6814,20054,0.339782596,0
Directly Elected MP,BULAMBULI,BULAMBULI COUNTY,GASHALI TOM,INDEPENDENT,2554,20054,0.127356142,0
Directly Elected MP,BULAMBULI,BULAMBULI COUNTY,BIARA EMMANUEL WEPUKHULU,INDEPENDENT,1626,20054,0.081081077,0
Directly Elected MP,BULAMBULI,BULAMBULI COUNTY,SAMAALI MOSES,FDC,130,20054,0.006482497,0
Directly Elected MP,BULAMBULI,BULAMBULI COUNTY,WABULAKA PAUL,DP,83,20054,0.004138825,0
Directly Elected MP,BULAMBULI,ELGON COUNTY,WAMAKUYU IGNATIUS MUDIMI,NRM,9213,11362,0.810860753,0
Directly Elected MP,BULAMBULI,ELGON COUNTY,MASABA EMMANUEL WEKOMBA,FDC,1765,11362,0.15534237,0
Directly Elected MP,BULAMBULI,ELGON COUNTY,WADULO GIDADUYI GEOFFREY ROBERT,INDEPENDENT,384,11362,0.033796865,0
Directly Elected MP,BULAMBULI,ELGON NORTH COUNTY,NANGOLI GERALD,NRM,15753,19071,0.826018572,0
Directly Elected MP,BULAMBULI,ELGON NORTH COUNTY,MUSUDO NANJERA HANNINGTON,INDEPENDENT,3123,19071,0.16375649,0
Directly Elected MP,BULAMBULI,ELGON NORTH COUNTY,MWAMBU MADETE CHRISTOPHER,INDEPENDENT,195,19071,0.010224949,0
Directly Elected MP,BULIISA,BULIISA COUNTY,ATUGONZA ALLAN,INDEPENDENT,15062,27402,0.549667895,0
Directly Elected MP,BULIISA,BULIISA COUNTY,BIRAAHWA STEVEN MUKITALE ADYEERI,NRM,12340,27402,0.450332105,0
Directly Elected MP,BUNDIBUGYO,BUGHENDERA COUNTY,ACROBERT KIIZA MOSES,INDEPENDENT,13897,28968,0.479736269,0
Directly Elected MP,BUNDIBUGYO,BUGHENDERA COUNTY,MBALIBULHA KIBANZANGA TABAN CHRISTOPHER,NRM,13462,28968,0.464719683,0
Directly Elected MP,BUNDIBUGYO,BUGHENDERA COUNTY,SUNDAY APOLO,NUP,1571,28968,0.054232255,0
Directly Elected MP,BUNDIBUGYO,BUGHENDERA COUNTY,MUMBERE EZRA,DP,38,28968,0.001311792,0
Directly Elected MP,BUNDIBUGYO,BWAMBA COUNTY,GAFABUSA RICHARD MUHUMUZA,NRM,27202,43210,0.629530191,0
Directly Elected MP,BUNDIBUGYO,BWAMBA COUNTY,KAMANDA COS BATARINGAYA,INDEPENDENT,12732,43210,0.294654012,0
Directly Elected MP,BUNDIBUGYO,BWAMBA COUNTY,BALYESIIMA METHODIUS,INDEPENDENT,3276,43210,0.075815782,0
Directly Elected MP,BUNYANGABU,BUNYANGABU COUNTY,KAMUKAMA DAVIS,NRM,31353,56875,0.551261544,0
Directly Elected MP,BUNYANGABU,BUNYANGABU COUNTY,KALENZI VICTOR,INDEPENDENT,14251,56875,0.250567019,0
Directly Elected MP,BUNYANGABU,BUNYANGABU COUNTY,BWAMBALE BENON,ANT,2811,56875,0.049424175,0
Directly Elected MP,BUNYANGABU,BUNYANGABU COUNTY,WOMUJUNI VINCENT,INDEPENDENT,2742,56875,0.04821099,0
Directly Elected MP,BUNYANGABU,BUNYANGABU COUNTY,MURUNGI PATRICK ZERESIRE,INDEPENDENT,2262,56875,0.03977143,0
Directly Elected MP,BUNYANGABU,BUNYANGABU COUNTY,KASINGA LAWRENCE,INDEPENDENT,1889,56875,0.033213187,0
Directly Elected MP,BUNYANGABU,BUNYANGABU COUNTY,KIMULI KENNETH,INDEPENDENT,686,56875,0.012061538,0
Directly Elected MP,BUNYANGABU,BUNYANGABU COUNTY,KABAGYO-KISEMBO ROBERT JOSEPH,INDEPENDENT,503,56875,0.008843956,0
Directly Elected MP,BUNYANGABU,BUNYANGABU COUNTY,RWABUKUKU KENNETH,INDEPENDENT,378,56875,0.006646154,0
Directly Elected MP,BUSHENYI,BUSHENYI -ISHAKA MUNICIPALITY,KABUURA DERRICK,NRM,8199,15363,0.53368485,0
Directly Elected MP,BUSHENYI,BUSHENYI -ISHAKA MUNICIPALITY,TAYEBWA ODO,FDC,5898,15363,0.383909404,0
Directly Elected MP,BUSHENYI,BUSHENYI -ISHAKA MUNICIPALITY,NYAKAHANGURA YEDIDIA,ANT,734,15363,0.047777127,0
Directly Elected MP,BUSHENYI,BUSHENYI -ISHAKA MUNICIPALITY,AKANDUHURA KENNETH,INDEPENDENT,306,15363,0.019917985,0
Directly Elected MP,BUSHENYI,BUSHENYI -ISHAKA MUNICIPALITY,TWAHIKA DENIS,INDEPENDENT,166,15363,0.010805181,0
Directly Elected MP,BUSHENYI,BUSHENYI -ISHAKA MUNICIPALITY,AHABWE RUKIRA ELLY,INDEPENDENT,47,15363,0.003059298,0
Directly Elected MP,BUSHENYI,BUSHENYI -ISHAKA MUNICIPALITY,NDUHUKIRE NASSER,INDEPENDENT,13,15363,0.000846189,0
Directly Elected MP,BUSHENYI,IGARA COUNTY EAST,MAWANDA MICHEAL MARANGA,NRM,13973,31969,0.437079668,0
Directly Elected MP,BUSHENYI,IGARA COUNTY EAST,MUGURA DAN,INDEPENDENT,11163,31969,0.34918201,0
Directly Elected MP,BUSHENYI,IGARA COUNTY EAST,MARTIAL ANDREW,INDEPENDENT,4904,31969,0.153398603,0
Directly Elected MP,BUSHENYI,IGARA COUNTY EAST,GAKYALO FABIAN,INDEPENDENT,966,31969,0.030216772,0
Directly Elected MP,BUSHENYI,IGARA COUNTY EAST,AMANYA ANDREW,FDC,538,31969,0.016828803,0
Directly Elected MP,BUSHENYI,IGARA COUNTY EAST,TUMUKUNDE JOSHUA,NUP,253,31969,0.007913916,0
Directly Elected MP,BUSHENYI,IGARA COUNTY EAST,ATUHURIIRE MODERN,ANT,172,31969,0.005380212,0
Directly Elected MP,BUSHENYI,IGARA COUNTY WEST,MBWATEKAMWA GAFFA,NRM,24508,38384,0.638495207,0
Directly Elected MP,BUSHENYI,IGARA COUNTY WEST,KABWEGYERE TARSIS BAZANA,INDEPENDENT,12660,38384,0.329824924,0
Directly Elected MP,BUSHENYI,IGARA COUNTY WEST,KATANA ATUHAIRE BRIAN,FDC,742,38384,0.019330971,0
Directly Elected MP,BUSHENYI,IGARA COUNTY WEST,NAYEBARE JUMA,NUP,286,38384,0.007451021,0
Directly Elected MP,BUSHENYI,IGARA COUNTY WEST,TUMUTEGYERIZE ONESMAS,INDEPENDENT,188,38384,0.004897874,0
Directly Elected MP,BUSHENYI,IGARA COUNTY WEST,KARUHANGA NICHOLAS,INDEPENDENT,0,38384,0,0
Directly Elected MP,BUSIA,BUSIA MUNICIPALITY,MACHO GEOFREY,INDEPENDENT,3507,15921,0.220275104,0
Directly Elected MP,BUSIA,BUSIA MUNICIPALITY,KAMBA HASSAN,NRM,3411,15921,0.214245334,0
Directly Elected MP,BUSIA,BUSIA MUNICIPALITY,BARASA LIVING OUMA,NUP,2344,15921,0.14722693,0
Directly Elected MP,BUSIA,BUSIA MUNICIPALITY,MULEMYA ISMAIL SOWED,INDEPENDENT,1848,15921,0.116073109,0
Directly Elected MP,BUSIA,BUSIA MUNICIPALITY,ACHOKA EGESA FREDDY,FDC,1106,15921,0.069467999,0
Directly Elected MP,BUSIA,BUSIA MUNICIPALITY,WANYAMA KENEDDY,INDEPENDENT,938,15921,0.058915898,0
Directly Elected MP,BUSIA,BUSIA MUNICIPALITY,WABWIRE DENNIS SHIUNDU,INDEPENDENT,910,15921,0.057157215,0
Directly Elected MP,BUSIA,BUSIA MUNICIPALITY,MUKASA ABDALLA TIFF BBALE,JEEMA,700,15921,0.043967087,0
Directly Elected MP,BUSIA,BUSIA MUNICIPALITY,WESONGA MICHAEL KAJUBA,INDEPENDENT,625,15921,0.039256327,0
Directly Elected MP,BUSIA,BUSIA MUNICIPALITY,EGESSA JAMES,INDEPENDENT,383,15921,0.024056278,0
Directly Elected MP,BUSIA,BUSIA MUNICIPALITY,OUMA IDI,INDEPENDENT,87,15921,0.005464481,0
Directly Elected MP,BUSIA,BUSIA MUNICIPALITY,ARMADO SAMMY GILBERT,DP,62,15921,0.003894228,0
Directly Elected MP,BUSIA,SAMIA BUGWE CENTRAL COUNTY,NYANGWESO DENNIS,INDEPENDENT,13917,28157,0.494264305,0
Directly Elected MP,BUSIA,SAMIA BUGWE CENTRAL COUNTY,WANYAMA RICHARD,NRM,11528,28157,0.409418613,0
Directly Elected MP,BUSIA,SAMIA BUGWE CENTRAL COUNTY,MBAHA EMMERY PATRICE,INDEPENDENT,1194,28157,0.042405088,0
Directly Elected MP,BUSIA,SAMIA BUGWE CENTRAL COUNTY,NAMAYINDI JOHN CHARLES,INDEPENDENT,999,28157,0.035479631,0
Directly Elected MP,BUSIA,SAMIA BUGWE CENTRAL COUNTY,NGWABE DEOGRACIOUS,FDC,267,28157,0.009482544,0
Directly Elected MP,BUSIA,SAMIA BUGWE CENTRAL COUNTY,OBURANIA FREDDIE,INDEPENDENT,252,28157,0.008949817,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY NORTH,MULIMBA JOHN,NRM,13528,34242,0.395070374,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY NORTH,TABALUK MOSES,INDEPENDENT,6148,34242,0.179545581,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY NORTH,OKWARE DOROTHY,INDEPENDENT,5286,34242,0.154371828,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY NORTH,WANDERA JOHN PAUL,INDEPENDENT,2770,34242,0.080894805,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY NORTH,KWAMUSI ELIASA,NUP,2745,34242,0.080164708,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY NORTH,NTALO GODFREY,INDEPENDENT,1493,34242,0.043601424,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY NORTH,PADDE GERALD AUKU,INDEPENDENT,659,34242,0.019245371,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY NORTH,NDEGE JAMES,FDC,587,34242,0.017142691,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY NORTH,WABWIRE GODFREY,INDEPENDENT,253,34242,0.007388587,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY NORTH,LUMONYA PATRICK,INDEPENDENT,234,34242,0.006833713,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY NORTH,HAJUSU MICHEAL,INDEPENDENT,201,34242,0.005869984,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY NORTH,OJAMBO TONNY,INDEPENDENT,129,34242,0.003767303,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY NORTH,MUGENI SIMON PETER,INDEPENDENT,113,34242,0.003300041,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY NORTH,MAYENDE ERINEO SIRONDA,INDEPENDENT,96,34242,0.002803575,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY SOUTH,WERE GODFREY ODERO,INDEPENDENT,8098,19788,0.409237921,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY SOUTH,MAGANDA JULIUS WANDERA,NRM,7811,19788,0.394734174,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY SOUTH,ONYANGO PATRICK,INDEPENDENT,2912,19788,0.147159889,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY SOUTH,BARAZAH CHARLES,FDC,593,19788,0.029967656,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY SOUTH,BABONE OLIVER BETTY,INDEPENDENT,260,19788,0.013139277,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY SOUTH,EGESSA PATRICK NEINDA,INDEPENDENT,86,19788,0.004346068,0
Directly Elected MP,BUSIA,SAMIA BUGWE COUNTY SOUTH,MAKOHA JULIUS,ANT,28,19788,0.001414999,0
Directly Elected MP,BUTALEJA,BUNYOLE EAST COUNTY,MUTEMBULI YUSUF,NRM,20821,35956,0.57906884,0
Directly Elected MP,BUTALEJA,BUNYOLE EAST COUNTY,MUSAMBA MOSES NAGWOMU,INDEPENDENT,12760,35956,0.354878187,0
Directly Elected MP,BUTALEJA,BUNYOLE EAST COUNTY,MULABI DAVID,INDEPENDENT,602,35956,0.016742686,0
Directly Elected MP,BUTALEJA,BUNYOLE EAST COUNTY,MUYAGU RONNIE,NUP,596,35956,0.016575815,0
Directly Elected MP,BUTALEJA,BUNYOLE EAST COUNTY,MWIMA MOSES BIZZIBU WERE,INDEPENDENT,423,35956,0.011764378,0
Directly Elected MP,BUTALEJA,BUNYOLE EAST COUNTY,MWANGALE PETER,FDC,411,35956,0.011430638,0
Directly Elected MP,BUTALEJA,BUNYOLE EAST COUNTY,HIGENYI MOSES,UPC,254,35956,0.00706419,0
Directly Elected MP,BUTALEJA,BUNYOLE EAST COUNTY,OKECHO JOHN BOSCO,INDEPENDENT,89,35956,0.002475247,0
Directly Elected MP,BUTALEJA,BUNYOLE WEST COUNTY,MUTIWA GEOFREY ERIC,NRM,16384,33890,0.483446449,0
Directly Elected MP,BUTALEJA,BUNYOLE WEST COUNTY,WALUSWAKA JAMES,INDEPENDENT,11608,33890,0.342519909,0
Directly Elected MP,BUTALEJA,BUNYOLE WEST COUNTY,WANGOLO JACOB,INDEPENDENT,4326,33890,0.127648279,0
Directly Elected MP,BUTALEJA,BUNYOLE WEST COUNTY,LYADA MOSES,NUP,647,33890,0.019091178,0
Directly Elected MP,BUTALEJA,BUNYOLE WEST COUNTY,BATALA CYPRIAN,INDEPENDENT,606,33890,0.01788138,0
Directly Elected MP,BUTALEJA,BUNYOLE WEST COUNTY,HYABENE JAMES,INDEPENDENT,222,33890,0.006550605,0
Directly Elected MP,BUTALEJA,BUNYOLE WEST COUNTY,WABWEYO SHEPHATIAH AGUMIRA,INDEPENDENT,97,33890,0.002862201,0
Directly Elected MP,BUTAMBALA,BUTAMBALA COUNTY,MUWANGA KIVUMBI MUHAMMAD,NUP,24070,36966,0.651138902,0
Directly Elected MP,BUTAMBALA,BUTAMBALA COUNTY,BAVEKUNO GODFREY KYESWA,NRM,12040,36966,0.325704694,0
Directly Elected MP,BUTAMBALA,BUTAMBALA COUNTY,MUTEBI MAHDI MUSOKE,INDEPENDENT,295,36966,0.007980307,0
Directly Elected MP,BUTAMBALA,BUTAMBALA COUNTY,MULINDWA SULAIMAN,INDEPENDENT,228,36966,0.00616783,0
Directly Elected MP,BUTAMBALA,BUTAMBALA COUNTY,MUNKABIRA DAUDA NSONZI,DP,189,36966,0.005112806,0
Directly Elected MP,BUTAMBALA,BUTAMBALA COUNTY,SSEMPIJJA FRSANCIS,FDC,144,36966,0.003895472,0
Directly Elected MP,BUTEBO,BUTEBO COUNTY,MUTONO PATRICK LODOI,NRM,16747,35320,0.474150628,0
Directly Elected MP,BUTEBO,BUTEBO COUNTY,MUDUKOI FRED ODUCHU,INDEPENDENT,12956,35320,0.366817653,0
Directly Elected MP,BUTEBO,BUTEBO COUNTY,NABYATA ABASS,INDEPENDENT,3075,35320,0.087061152,0
Directly Elected MP,BUTEBO,BUTEBO COUNTY,KEDDI STEVEN ERIC,INDEPENDENT,1497,35320,0.042383917,0
Directly Elected MP,BUTEBO,BUTEBO COUNTY,ZAID ZIWA,NUP,841,35320,0.023810873,0
Directly Elected MP,BUTEBO,BUTEBO COUNTY,SAMUKA PAUL,FDC,204,35320,0.005775765,0
Directly Elected MP,BUVUMA,BUVUMA ISLANDS COUNTY,MIGADDE ROBERT NDUGWA,NRM,12151,21289,0.570764244,0
Directly Elected MP,BUVUMA,BUVUMA ISLANDS COUNTY,SSEMBAJJWE PAUL,DP,5181,21289,0.243365124,0
Directly Elected MP,BUVUMA,BUVUMA ISLANDS COUNTY,MPALANYI VINCENT,NUP,2486,21289,0.116773918,0
Directly Elected MP,BUVUMA,BUVUMA ISLANDS COUNTY,ZIRYAWULA INNOCENT,INDEPENDENT,1471,21289,0.069096714,0
Directly Elected MP,BUYENDE,BUDIOPE EAST COUNTY,MAGOGO MOSES HASSIM,NRM,27675,42002,0.658897221,0
Directly Elected MP,BUYENDE,BUDIOPE EAST COUNTY,DHAMUZUNGU GEOFREY,INDEPENDENT,12508,42002,0.297795355,0
Directly Elected MP,BUYENDE,BUDIOPE EAST COUNTY,MWAKA MUHAMMED,NUP,850,42002,0.020237131,0
Directly Elected MP,BUYENDE,BUDIOPE EAST COUNTY,TAKOZEKIBI DAVID GEOFREY,INDEPENDENT,653,42002,0.015546879,0
Directly Elected MP,BUYENDE,BUDIOPE EAST COUNTY,NGOBI AGGREY BYANSI,INDEPENDENT,316,42002,0.007523451,0
Directly Elected MP,BUYENDE,BUDIOPE WEST COUNTY,KYOTO IBRAHIM MULULI,NRM,14887,39837,0.373697817,0
Directly Elected MP,BUYENDE,BUDIOPE WEST COUNTY,MUBITO JOHN BOSCO,INDEPENDENT,13393,39837,0.336194992,0
Directly Elected MP,BUYENDE,BUDIOPE WEST COUNTY,MUSOKE ROBERT,INDEPENDENT,6697,39837,0.168110043,0
Directly Elected MP,BUYENDE,BUDIOPE WEST COUNTY,WAKABI DOMINIC,FDC,2951,39837,0.074076861,0
Directly Elected MP,BUYENDE,BUDIOPE WEST COUNTY,MUYIGI DANIEL,NUP,1166,39837,0.029269272,0
Directly Elected MP,BUYENDE,BUDIOPE WEST COUNTY,TALIGOOLA EMMANUEL,INDEPENDENT,647,39837,0.016241184,0
Directly Elected MP,BUYENDE,BUDIOPE WEST COUNTY,GALIKUWA MOSES KIMEZE,ANT,96,39837,0.00240982,0
Directly Elected MP,DOKOLO,DOKOLO NORTH COUNTY,OGWAL MOSES GOLI,NRM,11428,33768,0.338426918,0
Directly Elected MP,DOKOLO,DOKOLO NORTH COUNTY,AMORU PAUL,INDEPENDENT,11180,33768,0.331082672,0
Directly Elected MP,DOKOLO,DOKOLO NORTH COUNTY,OKELLO-OKELLO JOHN BAPTIST,FDC,6173,33768,0.182806209,0
Directly Elected MP,DOKOLO,DOKOLO NORTH COUNTY,OJOK FRANCIS,UPC,4388,33768,0.129945517,0
Directly Elected MP,DOKOLO,DOKOLO NORTH COUNTY,ORECH CHRISTOPHER,INDEPENDENT,396,33768,0.011727079,0
Directly Elected MP,DOKOLO,DOKOLO NORTH COUNTY,AKEJO BOB MIKE,INDEPENDENT,203,33768,0.006011609,0
Directly Elected MP,DOKOLO,DOKOLO SOUTH COUNTY,OKOT OGONG FELIX,NRM,13285,25622,0.518499732,0
Directly Elected MP,DOKOLO,DOKOLO SOUTH COUNTY,OPITO VINCENT,FDC,11631,25622,0.453945816,0
Directly Elected MP,DOKOLO,DOKOLO SOUTH COUNTY,OCEN AMBROSE,NUP,706,25622,0.027554445,0
Directly Elected MP,FORT PORTAL CITY,FORT PORTAL CENTRAL DIVISION,RUHUNDA ALEX,NRM,11019,20183,0.545954525,0
Directly Elected MP,FORT PORTAL CITY,FORT PORTAL CENTRAL DIVISION,AJUNA DAKA JOSEPH,FDC,8190,20183,0.405787051,0
Directly Elected MP,FORT PORTAL CITY,FORT PORTAL CENTRAL DIVISION,AMANYIRE TADEO,INDEPENDENT,563,20183,0.027894763,0
Directly Elected MP,FORT PORTAL CITY,FORT PORTAL CENTRAL DIVISION,RWABAKAMA MOSES ISINGOMA,INDEPENDENT,201,20183,0.009958876,0
Directly Elected MP,FORT PORTAL CITY,FORT PORTAL CENTRAL DIVISION,BINGI ALOYSIUS,INDEPENDENT,163,20183,0.008076103,0
Directly Elected MP,FORT PORTAL CITY,FORT PORTAL CENTRAL DIVISION,KALYEBARA RONALD,ANT,47,20183,0.002328692,0
Directly Elected MP,FORT PORTAL CITY,FORT PORTAL NORTH DIVISION,MUGISA MARGARET MUHANGA,NRM,7911,16387,0.482760727,0
Directly Elected MP,FORT PORTAL CITY,FORT PORTAL NORTH DIVISION,RUHUNDWA SOLOMON,INDEPENDENT,7820,16387,0.477207541,0
Directly Elected MP,FORT PORTAL CITY,FORT PORTAL NORTH DIVISION,MUHUMUZA FRANK BANKS,INDEPENDENT,276,16387,0.016842619,0
Directly Elected MP,FORT PORTAL CITY,FORT PORTAL NORTH DIVISION,KAZOOBA DAVID GUMA,INDEPENDENT,222,16387,0.013547324,0
Directly Elected MP,FORT PORTAL CITY,FORT PORTAL NORTH DIVISION,ATUHAIRE JACQUELINE,ANT,158,16387,0.009641789,0
Directly Elected MP,GOMBA,GOMBA EAST COUNTY,SAAZI GODFREY,NUP,17097,24906,0.686461091,0
Directly Elected MP,GOMBA,GOMBA EAST COUNTY,KALULE SSENGO EMMANUEL,NRM,7177,24906,0.288163483,0
Directly Elected MP,GOMBA,GOMBA EAST COUNTY,NAKAYIZA JUSTINE,INDEPENDENT,247,24906,0.009917289,0
Directly Elected MP,GOMBA,GOMBA EAST COUNTY,KYAGABA CHARLES,DP,208,24906,0.008351401,0
Directly Elected MP,GOMBA,GOMBA EAST COUNTY,IGA SIMON,INDEPENDENT,177,24906,0.007106721,0
Directly Elected MP,GOMBA,GOMBA WEST COUNTY,RWAKOOJO ROBINA GUREME,NRM,14007,29398,0.476460993,0
Directly Elected MP,GOMBA,GOMBA WEST COUNTY,LUKWAGO GONZAGA,NUP,6407,29398,0.217940003,0
Directly Elected MP,GOMBA,GOMBA WEST COUNTY,KAGGWA WILBERFORCE,INDEPENDENT,5426,29398,0.184570372,0
Directly Elected MP,GOMBA,GOMBA WEST COUNTY,KAKOOZA ASADU,INDEPENDENT,3558,29398,0.121028639,0
Directly Elected MP,GULU,ASWA COUNTY,WOKORACH SIMON PETER,NRM,6392,20297,0.314923376,0
Directly Elected MP,GULU,ASWA COUNTY,OKELLO PATRICK ONGUTI,DP,5855,20297,0.288466275,0
Directly Elected MP,GULU,ASWA COUNTY,KINYERA CHRISTOPHER,INDEPENDENT,3736,20297,0.184066609,0
Directly Elected MP,GULU,ASWA COUNTY,OKUMU RONALD REAGAN,FDC,2345,20297,0.115534313,0
Directly Elected MP,GULU,ASWA COUNTY,ODONG GEOFFREY,INDEPENDENT,632,20297,0.031137606,0
Directly Elected MP,GULU,ASWA COUNTY,RAY OTTI,INDEPENDENT,324,20297,0.015962951,0
Directly Elected MP,GULU,ASWA COUNTY,NYEKO FRANCO P KAMACH,INDEPENDENT,286,20297,0.014090752,0
Directly Elected MP,GULU,ASWA COUNTY,OKOT ALFRED OCHEN,INDEPENDENT,270,20297,0.013302458,0
Directly Elected MP,GULU,ASWA COUNTY,OTORI KINYERA AGGREY,INDEPENDENT,267,20297,0.013154654,0
Directly Elected MP,GULU,ASWA COUNTY,ODOCH KENNETH KRAVITZ,INDEPENDENT,190,20297,0.00936099,0
Directly Elected MP,GULU CITY,BARDEGE-LAYIBI DIVISION,OJARA MARTIN MAPENDUZI,INDEPENDENT,6503,14654,0.443769634,0
Directly Elected MP,GULU CITY,BARDEGE-LAYIBI DIVISION,KOMAKECH LYANDRO,DP,4006,14654,0.273372471,0
Directly Elected MP,GULU CITY,BARDEGE-LAYIBI DIVISION,KITARA TONNY,INDEPENDENT,1859,14654,0.126859561,0
Directly Elected MP,GULU CITY,BARDEGE-LAYIBI DIVISION,OLAL ROY ROBERT,NRM,1047,14654,0.071448065,0
Directly Elected MP,GULU CITY,BARDEGE-LAYIBI DIVISION,JAKICA MUNGU BRIAN,NUP,449,14654,0.030640099,0
Directly Elected MP,GULU CITY,BARDEGE-LAYIBI DIVISION,OYAT CHAGGA WILSON,FDC,408,14654,0.027842227,0
Directly Elected MP,GULU CITY,BARDEGE-LAYIBI DIVISION,OBOMA THOMAS OKOT,INDEPENDENT,273,14654,0.018629726,0
Directly Elected MP,GULU CITY,BARDEGE-LAYIBI DIVISION,OMONA ALEX,INDEPENDENT,109,14654,0.007438242,0
Directly Elected MP,GULU CITY,LAROO-PECE DIVISION,ONEN CHARLES,INDEPENDENT,6633,18634,0.355962217,0
Directly Elected MP,GULU CITY,LAROO-PECE DIVISION,ATIMANGO NANCY,NRM,4220,18634,0.226467744,0
Directly Elected MP,GULU CITY,LAROO-PECE DIVISION,LUBANGAKENE CAESER,NUP,2557,18634,0.137222275,0
Directly Elected MP,GULU CITY,LAROO-PECE DIVISION,KOMAKECH GEOFFREY,FDC,1619,18634,0.086884193,0
